"","id","txt","date","like","video","reply","re_reply","like_video"
"52","hyo._.bi","간만에 김치찜  ","2021년 3월 19일",8,NA," # #육아스타그램  #인스타베이비  #예비맘소통  #아들맘 #남편  #예쁜아기  #소띠아기  #임산부소통 #베이비스타그램 #맛집탐방  #맛집 #해운대맛집 #부산맛집 #서울맛집 #해운대 #대구맛집 #카페 #카페탐방 #제주도맛집 #경주맛집 #부산  #광안리맛집 #광안리 #l4l #selfie  #부산호텔",NA,8
"53","youngdumbyouth_sale","check     knit                 knit                                                      dm ","2021년 3월 19일",5,NA,"","  #빈티지 #빈티지패션 #여성빈티지 #세컨핸드 #여자코디 #제주도맛집 #고양이 #부산카페 #패션 #소통 #일상 #데일리 #좋아요 #옷스타그램 #오오티디 #부산빈티지 #동묘 #빈티지룩 #수입빈티지 #코트 #니트 #원피스 #버버리 #청바지 #가디건 #슬리브리스 #부츠",5
"54","kwonminji89","한그릇 반을 먹음 가장게장은 밥 도둑이라던데 이건   죽인다        #제주시맛집  #제주도맛집  #제주도여행  #간장을품은소라게  #맛있음   #사가고싶었지만  #안된다네요  #또올게요  #바다뷰  #한공기반뚝딱   #진짜  #맛있어요  #얼른  #택배가되었으면  #좋겠다  #딱새우장  #점복장  #뿔소라장  #간장게장","2021년 3월 19일",10,NA,"지금 제주도임"," 지금 부산왔징",10
"55","pocha_kiwhatzip"," 기왓집 활어회           #믿음 소망  #광어 우럭  #기승전기왓집  #피자플레넷 #배달의민족 #제주도맛집  #객리단길맛집  #전주한옥마을맛집  #ootd  #먹스타그램  #푸드스타그램  #인스타그램  #육아스타그램  #셀카  #일상  #전주맛집  #신시가지술집  #웨리단길맛집  #객리단길  #전주남부시장 전주여행  #전주가볼만한곳  #기왓집  #전주한옥마을 #소통  #맞팔  #선팔  #여행  #좋아요","2021년 3월 19일",19,NA,"사진 엄지척",NA,19
"56","__luv.jj","후드점퍼랑 같이 입은 조거는 요고    ","2021년 3월 19일",21,NA,"_","  #dailylook  #ootd  #데일리룩  #여행에미치다  #신혼부부  #팔로우  #맞팔  #제주도카페  #집꾸미기  #동성로  #데일리룩  #감성카페  #제주도여행  #대구카페  #제주도맛집  #일상  #셀피  #좋아요반사  #카페투어  #전포카페  #followme  #합성동옷가게  #f4f  #좋반  #좋아요  #daily  #오오티디",21
"57","sagyelife","         iiin      봄호   no    발간소식     폭낭폭낭 코멘터리   오랜 세월 묵묵히 제 자리를 지키는 제주 고목과 마주합니다  마을내 광장인  폭낭  에서 도란도란 이야기를 나누고  비범한 기운을 풍기는 보호수    그루를 살폈습니다  백주또 할망신을 모신 송당본향당과 당오름도 걸었죠    섬속의 섬  우도면 연평리에서 하룻밤 묵고  서호동 친구의 엄마가 끓여 준 고사리육개장을 든든하게 먹은 바람 잘 날 없는 송악산으로 향했습니다  제주시 브루잉 커피 바에 들른 후 예술가 부부 이승연과 김도마 작가를 만나고  재주 많은 청년 농부들의 대화도 엿들었지요    사계생활 입고 되었습니다 ","2021년 3월 19일",25,NA," #제주  #제주도  #제주도여행  #제주도맛집  #제주맛집  #제주카페  #제주카페추천  #제주카페투어  #제주카페핫플  #서귀포  #서귀포여행  #서귀포카페  #서귀포가볼만한곳  #서귀포카페추천  #산방산  #사계해변  #사계카페  #로컬  #제주로컬맛집",NA,25
"58","celli._.mh","  비가 내리다 말다   월때 사진 지금 올리기  요즘 날이 너무 오락가락해   피크닉 가고파      ","2020년 8월 5일",47,NA,""," #대전카페  #전주카페  #천안카페  #세종카페  #부산카페  #기장카페  #해운대카페  #광안리맛집  #광주카페   #순천카페  #경주카페  #제주도카페   #제주도숙소  #밀양숙소  #감성숙소  #제주도맛집  #신상카페  #감성카페  #이태원맛집  #카페투어  #여행  #통영맛집  #강릉맛집  #전주맛집  #대전맛집  #거제도펜션",47
"59","jigot56","토종유정란으로 만들었다는 에그타르트 넘 맛있당        진짜 이 타르트 때문에 제주도 또 가고싶네요      #제주도카페  #제주도맛집  #제주핫플  #제주공항근처카페  #jeju  #jejudo  #제주타르트  #제주맛집  #제주카페  #타르트맛집  #제주도여행  #제주공항카페  #섬타르  #제주선물  #제주카페투어  #제주도카페추천  #제주도타르트  #제주도카페맛집 #제주시카페 #제주공항근처맛집 #제주도여행","2021년 3월 19일",0,NA,NA,NA,0
"60","loveeatiloveeat","제주도 제일가는 제일떡집    제주도에서 꼭 먹어봐야하는 오메기떡  다들 좋아하시나요  저는 저어엉말 좋아하는데 기성품 오메기떡을 먹으면 자칫하면 너무 퍼석하고 지나치게 달아서 맛이없더라구요   근데 제가 오메기떡 찐 맛집을 찾아냈습니다  서귀포 올레시장에 위치한 제일떡집인데요  여기는 특이하게 오메기떡에 팥 뿐만 아니라 감귤  견과류  흑임자 등등 꽤 다양한 맛이 있더라구요      저는 귤이 들어간 떡을 먹었는데    입에서 극락파티가 열렸습니다  쥬시하고 상큼한 귤에 적당히 달콤한 팥소  그리고 쫀득한 식감의 떡과 고소하고 달지않은 통팥까지 한입에 먹으니 정말 맛있더라구요       기본 오메기떡도 오메기떡 본연의 맛이 잘 느껴져서 너무 좋았어요  달지않아 그냥 계속 들어가는맛      여러분 이건 직접 가서 드셔보셔야하는 맛입니다  앉은자리에서  개를 순삭해버렸어요     제주도를 가게되면 제일떡집은 무조건입니다 무 적 권    #제일떡집  #제주도맛집  #제주오메기떡","2021년 3월 19일",34,NA,"오메기떡","  #제주맛집  #제주도카페  #제주도떡집  #제주도시장  #오메기떡  #오메기떡맛집  #오메기떡택배  #제주오메기떡맛집  #제주올레시장  #올레시장맛집  #서귀포맛집  #서귀포카페  #서귀포떡집  #제주도오메기떡  #맛집  #협찬  #광고  #체험단  #맛스타그램  #먹스타그램  #좋아요  #팔로우",34
"61","luvcoco_3","샤넬 베니티 미니               정품급 최상제품만 취급합니다  저렴한 합피아니고 천연가죽이예요  해외배송제품 교환 환불 안되요  최상급퀄리티에 합리적인가격  해외배송 주말제외      일 소요되세요  문의는 카톡luvlux 이나 다이렉  미세한스크레치 박음질 예민하신분 정품구입하세요         계정삭제시 검색창에  #럽코코    lc           #샤넬 #샤넬베니티백 #샤넬베니티미니 #베니티백 #샤넬미니백 #가로수길 #광주맛집 #부산맛집 #제주도맛집 #다이어트 #셀스타그램 #일상 #맞팔 #선팔 #데일리백 #여자가방 #패션 #셀피 대 #부산여행 #육아맘 대","2021년 3월 19일",1,NA,NA,NA,1
"62","sofine.kr","유니크한 디자인의 맨투맨과 하늘하늘한 롱스커트   Top  타이 맨투맨   c  Bottom  레이어 밴딩 롱 스커트   c  Bag  마틴 백","2021년 3월 19일",10,NA," #","  #여자쇼핑몰  #20대쇼핑몰  #30대쇼핑몰  #여자바지  #청바지  #쇼핑몰  #여성복  #좋아요  #셀스타그램  #셀피  #패션  #데일리코디  #오늘의코디  #코디  #fashion  #데일리룩  #ootd  #오오티디  #럽힙  #소파인  #제주도맛집  #티셔츠  #프렌치시크  #속초맛집  #캠핑  #봄코디  #봄맨투맨  #맨투맨  #롱스커트",10
"63","arumeats","짜지 않고 감칠맛이 좋은 제주황게장  #통통간장게장   간장게장  양념게장 하나만 있으면 밥 한그릇 뚝딱이죠  제주황게장으로 만든 통통간장게장을 주문해서 먹어봤어요   좋은 재료 아끼지 않고 듬뿍 듬뿍 넣어만든 통통식탁만의 특별한 간장소스에 제주 황게를 담은 간장게장이에요  짜고 달지 않은 맛에 감칠 맛이 좋아 밥도둑이 따로 없었어요      간장게장 맛있게 먹기   간장게장 살만 쪽쪽 발라 참기름 둘러 슥삭슥삭   비벼 마른 김에 싸서 한 입하면 이게 바로 최고의 한 입이더라구요  리얼 밥도둑   통통간장게장 제주황게장 택배 어떠세요      점 수               Average          Good        Very Good          Excellent     링 크  https   www instagram com tong_tong_table  인스타그램     https   pf kakao com _BhUdK  카카오톡채널     메 뉴  통통간장게장  kg       원    특 징  국내산 제주황게장 및 다양한 좋은재료 사용   짜고 달지않은 감칠맛   가격대비 퀄리티와 양이 많음    #통통간장게장  #간장게장  #제주황게장  #간장게장택배  #양념게장  #간장게장맛집  #통통식탁  #제주맛집  #제주도맛집  #제주도간장게장  #맛스타그램  #먹방  #밥도둑  #푸디  #맞팔  #맞팔환영  #arumeats","2021년 3월 19일",5,NA,NA,NA,5
"64","rangjida","                                                                 너무너무 잘 먹고 무럭무럭 자라는 중                                                                                                                                                                    bottle   \                                \                                                                                                                                                                                                                                              PM        AM        L O                                                                                                                                                                                                                                                                              #followforfollow                  #follow followback                                                                                             #fff                                                             ","2021년 3월 19일",NA,36,"정말 사랑스럽다 ",NA,36
"65","sofine.kr","봄과 잘 어울리는 살랑살랑한 레이어 스커트입니다  시스루 겉감으로 이중으로 보이는 층이 매력적인 제품이에요   Top  드로잉 니트   c  Bottom  레이어 밴딩 롱 스커트   c  Bag  마틴 백","2021년 3월 19일",8,NA," #","  #여자쇼핑몰  #20대쇼핑몰  #30대쇼핑몰  #여자바지  #청바지  #쇼핑몰  #여성복  #좋아요  #셀스타그램  #셀피  #패션  #데일리코디  #오늘의코디  #코디  #fashion  #데일리룩  #ootd  #오오티디  #럽힙  #소파인  #제주도맛집  #티셔츠  #프렌치시크  #속초맛집  #캠핑  #봄코디  #롱스커트  #봄니트",8
"66","gogo_gorae7","해물 짬뽕  라면   흑돼지 수제 돈가스 전문점  #고래배꼽  #제주맛집추천  #제주도맛집  #제주맛집  #제주공항맛집  #애월맛집  #하귀맛집  #외도맛집  #한림맛집  #한담맛집  #곽지맛집  #오설록맛집  #협재맛집  #중문맛집  #서귀포맛집  #동문시장맛집  #제주카페  #제주도여행  #제주여행 ","2021년 3월 19일",0,NA,NA,NA,0
"67","gogo_gorae7","                                                                                                                                                                                                                                    ","2021년 3월 19일",1,NA,NA,NA,1
"68","goodmeeting_jeju","제주 유일무이 오리요리 맛집   오리와 닭요리의 끝판왕  맛의 신세계  멋진만남   한입하러 오세요    멋진만남 제주시 조천읍 종인내길     영업시간              매주 수요일은 휴무입니다  문의                  #제주도맛집  #제주조천맛집  #제주도조천읍맛집  #제주에코랜드맛집  #제주사려니숲길맛집","2021년 3월 19일",28,NA,"네 "," 정말 보고싶네요 사장님27640",28
"69","yunbling","                                                                                                                                                                                                                                                                                                                           #제주장인의집","2021년 3월 19일",43,NA,"","  #홈트여신  #제주도여행  #필라테스강사  #홈트하는여자  #제주도카페  #제주도풀빌라  #여행에미치다_제주  #제주도맛집  #제주도갈만한곳  #해비치호텔  #제주도핫플  #히든클리프  #제주오설록맛집  #서귀포맛집  #bikinigirl  #비키니모델  #발레핏  #신화월드  #신라호텔제주  #롯데호텔제주  #제주한달살기  #jejulife  #hiddencliff  #workout  #yogalife  #pilateslife",43
